statement_id,account_id,period_start,period_end,ending_balance,transmitted_at,available_at
STM-00463-202610,ACC-00463,2026-09-09,2026-10-08,304.74,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00463-202611,ACC-00463,2026-10-09,2026-11-08,336.75,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00464-202607,ACC-00464,2026-06-09,2026-07-08,150.22,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00464-202608,ACC-00464,2026-07-09,2026-08-08,255.94,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00464-202609,ACC-00464,2026-08-09,2026-09-08,237.48,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00464-202610,ACC-00464,2026-09-09,2026-10-08,291.63,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00464-202611,ACC-00464,2026-10-09,2026-11-08,226.85,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00465-202607,ACC-00465,2026-06-09,2026-07-08,2335.67,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00465-202608,ACC-00465,2026-07-09,2026-08-08,3815.82,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00465-202609,ACC-00465,2026-08-09,2026-09-08,3463.79,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00465-202610,ACC-00465,2026-09-09,2026-10-08,2682.35,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00465-202611,ACC-00465,2026-10-09,2026-11-08,970.71,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00466-202607,ACC-00466,2026-06-26,2026-07-25,7345.51,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00466-202608,ACC-00466,2026-07-26,2026-08-25,4046.78,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00466-202609,ACC-00466,2026-08-26,2026-09-25,3797.98,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00466-202610,ACC-00466,2026-09-26,2026-10-25,0.00,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00467-202607,ACC-00467,2026-06-26,2026-07-25,1991.16,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00467-202608,ACC-00467,2026-07-26,2026-08-25,2833.96,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00467-202609,ACC-00467,2026-08-26,2026-09-25,2091.97,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00467-202610,ACC-00467,2026-09-26,2026-10-25,2537.60,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00468-202607,ACC-00468,2026-06-04,2026-07-03,1123.78,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00468-202608,ACC-00468,2026-07-04,2026-08-03,0.00,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00468-202609,ACC-00468,2026-08-04,2026-09-03,1744.31,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00468-202610,ACC-00468,2026-09-04,2026-10-03,1217.37,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00468-202611,ACC-00468,2026-10-04,2026-11-03,1162.94,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00469-202607,ACC-00469,2026-06-26,2026-07-25,555.11,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00469-202608,ACC-00469,2026-07-26,2026-08-25,621.72,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00469-202609,ACC-00469,2026-08-26,2026-09-25,609.38,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00469-202610,ACC-00469,2026-09-26,2026-10-25,537.47,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00470-202607,ACC-00470,2026-06-26,2026-07-25,153.07,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00470-202608,ACC-00470,2026-07-26,2026-08-25,203.25,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00470-202609,ACC-00470,2026-08-26,2026-09-25,219.09,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00470-202610,ACC-00470,2026-09-26,2026-10-25,215.73,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00471-202607,ACC-00471,2026-06-04,2026-07-03,4351.05,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00471-202608,ACC-00471,2026-07-04,2026-08-03,5752.51,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00471-202609,ACC-00471,2026-08-04,2026-09-03,4445.27,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00471-202610,ACC-00471,2026-09-04,2026-10-03,6206.30,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00471-202611,ACC-00471,2026-10-04,2026-11-03,2929.86,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00472-202607,ACC-00472,2026-06-18,2026-07-17,53.91,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00472-202608,ACC-00472,2026-07-18,2026-08-17,67.44,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00472-202609,ACC-00472,2026-08-18,2026-09-17,54.30,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00472-202610,ACC-00472,2026-09-18,2026-10-17,30.52,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00473-202607,ACC-00473,2026-06-26,2026-07-25,500.09,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00473-202608,ACC-00473,2026-07-26,2026-08-25,493.05,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00473-202609,ACC-00473,2026-08-26,2026-09-25,0.00,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00473-202610,ACC-00473,2026-09-26,2026-10-25,641.66,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00474-202607,ACC-00474,2026-06-21,2026-07-20,1938.37,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00474-202608,ACC-00474,2026-07-21,2026-08-20,1900.17,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00474-202609,ACC-00474,2026-08-21,2026-09-20,1746.94,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00474-202610,ACC-00474,2026-09-21,2026-10-20,1671.57,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00475-202607,ACC-00475,2026-06-21,2026-07-20,1276.13,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00475-202608,ACC-00475,2026-07-21,2026-08-20,1365.85,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00475-202609,ACC-00475,2026-08-21,2026-09-20,0.00,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00475-202610,ACC-00475,2026-09-21,2026-10-20,2459.94,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00476-202607,ACC-00476,2026-06-18,2026-07-17,0.00,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00476-202608,ACC-00476,2026-07-18,2026-08-17,2766.86,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00476-202609,ACC-00476,2026-08-18,2026-09-17,2930.82,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00476-202610,ACC-00476,2026-09-18,2026-10-17,0.00,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00477-202607,ACC-00477,2026-06-13,2026-07-12,603.88,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00477-202608,ACC-00477,2026-07-13,2026-08-12,587.52,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00477-202609,ACC-00477,2026-08-13,2026-09-12,372.22,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00477-202610,ACC-00477,2026-09-13,2026-10-12,724.52,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00477-202611,ACC-00477,2026-10-13,2026-11-12,430.36,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00478-202607,ACC-00478,2026-06-09,2026-07-08,6900.33,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00478-202608,ACC-00478,2026-07-09,2026-08-08,8238.50,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00478-202609,ACC-00478,2026-08-09,2026-09-08,2688.56,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00478-202610,ACC-00478,2026-09-09,2026-10-08,1959.94,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00478-202611,ACC-00478,2026-10-09,2026-11-08,6394.27,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00479-202607,ACC-00479,2026-06-04,2026-07-03,4200.38,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00479-202608,ACC-00479,2026-07-04,2026-08-03,2168.60,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00479-202609,ACC-00479,2026-08-04,2026-09-03,2619.07,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00479-202610,ACC-00479,2026-09-04,2026-10-03,4084.90,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00479-202611,ACC-00479,2026-10-04,2026-11-03,5023.95,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00480-202607,ACC-00480,2026-06-13,2026-07-12,3089.53,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00480-202608,ACC-00480,2026-07-13,2026-08-12,1809.92,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00480-202609,ACC-00480,2026-08-13,2026-09-12,3060.13,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00480-202610,ACC-00480,2026-09-13,2026-10-12,3363.34,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00480-202611,ACC-00480,2026-10-13,2026-11-12,5059.71,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00481-202607,ACC-00481,2026-06-18,2026-07-17,816.25,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00481-202608,ACC-00481,2026-07-18,2026-08-17,1017.97,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00481-202609,ACC-00481,2026-08-18,2026-09-17,879.41,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00481-202610,ACC-00481,2026-09-18,2026-10-17,0.00,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00482-202607,ACC-00482,2026-06-13,2026-07-12,1336.84,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00482-202608,ACC-00482,2026-07-13,2026-08-12,806.30,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00482-202609,ACC-00482,2026-08-13,2026-09-12,1045.73,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00482-202610,ACC-00482,2026-09-13,2026-10-12,1503.12,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00482-202611,ACC-00482,2026-10-13,2026-11-12,1470.01,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00483-202607,ACC-00483,2026-06-21,2026-07-20,0.00,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00483-202608,ACC-00483,2026-07-21,2026-08-20,3072.79,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00483-202609,ACC-00483,2026-08-21,2026-09-20,6941.72,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00483-202610,ACC-00483,2026-09-21,2026-10-20,3460.00,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00484-202607,ACC-00484,2026-06-13,2026-07-12,1146.58,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00484-202608,ACC-00484,2026-07-13,2026-08-12,799.49,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00484-202609,ACC-00484,2026-08-13,2026-09-12,1281.00,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00484-202610,ACC-00484,2026-09-13,2026-10-12,411.67,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00484-202611,ACC-00484,2026-10-13,2026-11-12,909.59,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00485-202607,ACC-00485,2026-06-13,2026-07-12,2259.83,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00485-202608,ACC-00485,2026-07-13,2026-08-12,4649.08,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00485-202609,ACC-00485,2026-08-13,2026-09-12,4538.73,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00485-202610,ACC-00485,2026-09-13,2026-10-12,2289.51,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00485-202611,ACC-00485,2026-10-13,2026-11-12,4054.62,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00486-202607,ACC-00486,2026-06-13,2026-07-12,5716.85,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00486-202608,ACC-00486,2026-07-13,2026-08-12,4147.67,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00486-202609,ACC-00486,2026-08-13,2026-09-12,6231.37,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00486-202610,ACC-00486,2026-09-13,2026-10-12,5180.13,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00486-202611,ACC-00486,2026-10-13,2026-11-12,5854.45,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00487-202607,ACC-00487,2026-06-26,2026-07-25,161.79,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00487-202608,ACC-00487,2026-07-26,2026-08-25,144.34,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00487-202609,ACC-00487,2026-08-26,2026-09-25,141.57,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00487-202610,ACC-00487,2026-09-26,2026-10-25,191.82,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00488-202607,ACC-00488,2026-06-26,2026-07-25,2361.11,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00488-202608,ACC-00488,2026-07-26,2026-08-25,3823.11,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00488-202609,ACC-00488,2026-08-26,2026-09-25,6149.67,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00488-202610,ACC-00488,2026-09-26,2026-10-25,3608.82,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00489-202607,ACC-00489,2026-06-09,2026-07-08,3056.46,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00489-202608,ACC-00489,2026-07-09,2026-08-08,4492.71,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00489-202609,ACC-00489,2026-08-09,2026-09-08,4427.12,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00489-202610,ACC-00489,2026-09-09,2026-10-08,4562.34,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00489-202611,ACC-00489,2026-10-09,2026-11-08,3227.79,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00490-202607,ACC-00490,2026-06-18,2026-07-17,2720.76,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00490-202608,ACC-00490,2026-07-18,2026-08-17,2235.46,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00490-202609,ACC-00490,2026-08-18,2026-09-17,1933.34,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00490-202610,ACC-00490,2026-09-18,2026-10-17,2617.67,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00491-202608,ACC-00491,2026-07-04,2026-08-03,7307.70,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00491-202609,ACC-00491,2026-08-04,2026-09-03,6408.35,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00491-202610,ACC-00491,2026-09-04,2026-10-03,7493.59,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00491-202611,ACC-00491,2026-10-04,2026-11-03,0.00,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00492-202607,ACC-00492,2026-06-18,2026-07-17,832.45,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00492-202608,ACC-00492,2026-07-18,2026-08-17,639.16,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00492-202609,ACC-00492,2026-08-18,2026-09-17,739.43,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00492-202610,ACC-00492,2026-09-18,2026-10-17,580.15,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00493-202607,ACC-00493,2026-06-18,2026-07-17,3754.56,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00493-202608,ACC-00493,2026-07-18,2026-08-17,2732.86,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00493-202609,ACC-00493,2026-08-18,2026-09-17,2142.97,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00493-202610,ACC-00493,2026-09-18,2026-10-17,2700.31,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00494-202607,ACC-00494,2026-06-18,2026-07-17,2328.97,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00494-202608,ACC-00494,2026-07-18,2026-08-17,3595.86,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00494-202609,ACC-00494,2026-08-18,2026-09-17,2143.32,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00494-202610,ACC-00494,2026-09-18,2026-10-17,2354.89,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00495-202607,ACC-00495,2026-06-18,2026-07-17,2805.02,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00495-202608,ACC-00495,2026-07-18,2026-08-17,3088.52,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00495-202609,ACC-00495,2026-08-18,2026-09-17,4131.88,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00495-202610,ACC-00495,2026-09-18,2026-10-17,3023.87,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00496-202607,ACC-00496,2026-06-04,2026-07-03,3414.42,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00496-202608,ACC-00496,2026-07-04,2026-08-03,0.00,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00496-202609,ACC-00496,2026-08-04,2026-09-03,4455.00,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00496-202610,ACC-00496,2026-09-04,2026-10-03,3586.61,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00496-202611,ACC-00496,2026-10-04,2026-11-03,3764.15,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00497-202607,ACC-00497,2026-06-13,2026-07-12,3035.66,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00497-202608,ACC-00497,2026-07-13,2026-08-12,4794.72,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00497-202609,ACC-00497,2026-08-13,2026-09-12,5102.78,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00497-202610,ACC-00497,2026-09-13,2026-10-12,4253.35,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00497-202611,ACC-00497,2026-10-13,2026-11-12,7255.85,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00498-202607,ACC-00498,2026-06-18,2026-07-17,14286.00,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00498-202608,ACC-00498,2026-07-18,2026-08-17,16973.75,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00498-202609,ACC-00498,2026-08-18,2026-09-17,21520.32,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00498-202610,ACC-00498,2026-09-18,2026-10-17,16121.63,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00499-202607,ACC-00499,2026-06-21,2026-07-20,1257.56,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00499-202608,ACC-00499,2026-07-21,2026-08-20,0.00,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00499-202609,ACC-00499,2026-08-21,2026-09-20,1375.34,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00499-202610,ACC-00499,2026-09-21,2026-10-20,958.01,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00500-202607,ACC-00500,2026-06-26,2026-07-25,258.99,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00500-202608,ACC-00500,2026-07-26,2026-08-25,344.65,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00500-202609,ACC-00500,2026-08-26,2026-09-25,295.44,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00500-202610,ACC-00500,2026-09-26,2026-10-25,212.44,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00501-202607,ACC-00501,2026-06-21,2026-07-20,2271.96,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00501-202608,ACC-00501,2026-07-21,2026-08-20,3127.91,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00501-202609,ACC-00501,2026-08-21,2026-09-20,1528.02,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00501-202610,ACC-00501,2026-09-21,2026-10-20,1954.81,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00502-202607,ACC-00502,2026-06-09,2026-07-08,265.84,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00502-202608,ACC-00502,2026-07-09,2026-08-08,328.97,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00502-202609,ACC-00502,2026-08-09,2026-09-08,716.87,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00502-202610,ACC-00502,2026-09-09,2026-10-08,463.13,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00502-202611,ACC-00502,2026-10-09,2026-11-08,258.08,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00503-202607,ACC-00503,2026-06-13,2026-07-12,945.07,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00503-202608,ACC-00503,2026-07-13,2026-08-12,1361.60,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00503-202609,ACC-00503,2026-08-13,2026-09-12,634.46,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00503-202610,ACC-00503,2026-09-13,2026-10-12,817.40,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00503-202611,ACC-00503,2026-10-13,2026-11-12,880.68,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00504-202607,ACC-00504,2026-06-09,2026-07-08,266.34,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00504-202608,ACC-00504,2026-07-09,2026-08-08,212.88,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00504-202609,ACC-00504,2026-08-09,2026-09-08,235.00,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00504-202610,ACC-00504,2026-09-09,2026-10-08,299.92,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00504-202611,ACC-00504,2026-10-09,2026-11-08,236.94,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00505-202607,ACC-00505,2026-06-18,2026-07-17,1669.60,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00505-202608,ACC-00505,2026-07-18,2026-08-17,2373.16,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00505-202609,ACC-00505,2026-08-18,2026-09-17,2228.13,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00505-202610,ACC-00505,2026-09-18,2026-10-17,2341.71,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00506-202607,ACC-00506,2026-06-18,2026-07-17,1036.76,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00506-202608,ACC-00506,2026-07-18,2026-08-17,660.06,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00506-202609,ACC-00506,2026-08-18,2026-09-17,988.45,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00506-202610,ACC-00506,2026-09-18,2026-10-17,825.75,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00507-202607,ACC-00507,2026-06-04,2026-07-03,319.20,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00507-202608,ACC-00507,2026-07-04,2026-08-03,333.45,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00507-202609,ACC-00507,2026-08-04,2026-09-03,327.08,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00507-202610,ACC-00507,2026-09-04,2026-10-03,431.59,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00507-202611,ACC-00507,2026-10-04,2026-11-03,324.50,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00508-202607,ACC-00508,2026-06-18,2026-07-17,187.57,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00508-202608,ACC-00508,2026-07-18,2026-08-17,79.58,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00508-202609,ACC-00508,2026-08-18,2026-09-17,206.79,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00508-202610,ACC-00508,2026-09-18,2026-10-17,112.27,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00509-202607,ACC-00509,2026-06-18,2026-07-17,1221.29,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00509-202608,ACC-00509,2026-07-18,2026-08-17,1505.90,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00509-202609,ACC-00509,2026-08-18,2026-09-17,1433.67,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00509-202610,ACC-00509,2026-09-18,2026-10-17,0.00,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00510-202607,ACC-00510,2026-06-18,2026-07-17,890.29,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00510-202608,ACC-00510,2026-07-18,2026-08-17,601.43,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00510-202609,ACC-00510,2026-08-18,2026-09-17,618.62,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00510-202610,ACC-00510,2026-09-18,2026-10-17,777.00,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00511-202607,ACC-00511,2026-06-13,2026-07-12,71.79,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00511-202608,ACC-00511,2026-07-13,2026-08-12,63.75,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00511-202609,ACC-00511,2026-08-13,2026-09-12,99.38,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00511-202610,ACC-00511,2026-09-13,2026-10-12,75.26,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00511-202611,ACC-00511,2026-10-13,2026-11-12,93.63,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00512-202607,ACC-00512,2026-06-04,2026-07-03,1170.17,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00512-202608,ACC-00512,2026-07-04,2026-08-03,1027.70,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
