account_id,customer_id,product_code,opened_at,credit_limit,annual_fee,annual_fee_posting_month,statement_closing_day,status,purchase_apr,rewards_balance,rewards_unit,available_at
ACC-00408,CUS-00408,EVERYDAY_CASH,2011-08-09,9300,0.00,,8,open,24.49,315,cash_back,2011-08-09T14:00:00Z
ACC-00409,CUS-00409,FOUNDATION,2006-03-28,800,0.00,,20,open,28.49,549,cash_back,2006-03-28T15:00:00Z
ACC-00410,CUS-00410,EVERYDAY_CASH,2000-08-17,2100,0.00,,8,open,24.49,75,cash_back,2000-08-17T14:00:00Z
ACC-00411,CUS-00411,EVERYDAY_CASH,2011-07-29,7600,0.00,,25,open,24.49,505,cash_back,2011-07-29T14:00:00Z
ACC-00412,CUS-00412,EVERYDAY_CASH,2016-04-01,8900,0.00,,20,open,24.49,538,cash_back,2016-04-01T14:00:00Z
ACC-00413,CUS-00413,EVERYDAY_CASH,2009-04-14,11000,0.00,,12,open,24.49,159,cash_back,2009-04-14T14:00:00Z
ACC-00414,CUS-00414,EVERYDAY_CASH,2007-08-16,11100,0.00,,25,open,24.49,535,cash_back,2007-08-16T14:00:00Z
ACC-00415,CUS-00415,FOUNDATION,2004-07-11,300,0.00,,25,open,28.49,237,cash_back,2004-07-11T14:00:00Z
ACC-00416,CUS-00416,VOYAGER,2017-05-24,14300,95.00,5,17,open,24.49,84979,miles,2017-05-24T14:00:00Z
ACC-00417,CUS-00417,SUMMIT,2024-05-13,33200,450.00,5,3,open,25.99,77250,miles,2024-05-13T14:00:00Z
ACC-00418,CUS-00418,VOYAGER,2012-07-13,4100,95.00,7,20,open,24.49,61364,miles,2012-07-13T14:00:00Z
ACC-00419,CUS-00419,FOUNDATION,2024-05-18,1200,0.00,,3,open,28.49,112,cash_back,2024-05-18T14:00:00Z
ACC-00420,CUS-00420,EVERYDAY_CASH,2002-07-08,8300,0.00,,25,open,24.49,75,cash_back,2002-07-08T14:00:00Z
ACC-00421,CUS-00421,VOYAGER,2007-02-18,8600,95.00,2,20,open,24.49,65034,miles,2007-02-18T15:00:00Z
ACC-00422,CUS-00422,EVERYDAY_CASH,2019-02-23,11500,0.00,,3,open,24.49,446,cash_back,2019-02-23T15:00:00Z
ACC-00423,CUS-00423,FOUNDATION,2017-05-14,1200,0.00,,25,open,28.49,180,cash_back,2017-05-14T14:00:00Z
ACC-00424,CUS-00424,EVERYDAY_CASH,2020-07-03,8300,0.00,,17,open,24.49,223,cash_back,2020-07-03T14:00:00Z
ACC-00425,CUS-00425,SUMMIT,2017-03-26,13900,450.00,3,12,open,25.99,76673,miles,2017-03-26T14:00:00Z
ACC-00426,CUS-00426,VOYAGER,2004-12-28,8200,95.00,12,3,open,24.49,81059,miles,2004-12-28T15:00:00Z
ACC-00427,CUS-00427,EVERYDAY_CASH,2022-10-04,11300,0.00,,3,open,24.49,293,cash_back,2022-10-04T14:00:00Z
ACC-00428,CUS-00428,FOUNDATION,2013-04-06,1400,0.00,,3,open,28.49,232,cash_back,2013-04-06T14:00:00Z
ACC-00429,CUS-00429,SUMMIT,2017-11-06,16800,450.00,11,8,open,25.99,74778,miles,2017-11-06T15:00:00Z
ACC-00430,CUS-00430,FOUNDATION,2010-05-11,500,0.00,,25,open,28.49,6,cash_back,2010-05-11T14:00:00Z
ACC-00431,CUS-00431,EVERYDAY_CASH,2014-05-19,10300,0.00,,25,open,24.49,100,cash_back,2014-05-19T14:00:00Z
ACC-00432,CUS-00432,FOUNDATION,1999-06-08,800,0.00,,12,open,28.49,221,cash_back,1999-06-08T14:00:00Z
ACC-00433,CUS-00433,EVERYDAY_CASH,2005-04-29,5700,0.00,,25,open,24.49,391,cash_back,2005-04-29T14:00:00Z
ACC-00434,CUS-00434,EVERYDAY_CASH,2001-11-12,4300,0.00,,25,open,24.49,281,cash_back,2001-11-12T15:00:00Z
ACC-00435,CUS-00435,EVERYDAY_CASH,2015-04-29,6400,0.00,,20,open,24.49,375,cash_back,2015-04-29T14:00:00Z
ACC-00436,CUS-00436,VOYAGER,2025-12-23,14700,95.00,12,17,open,24.49,32433,miles,2025-12-23T15:00:00Z
ACC-00437,CUS-00437,VOYAGER,2000-02-27,7300,95.00,2,12,open,24.49,14509,miles,2000-02-27T15:00:00Z
ACC-00438,CUS-00438,FOUNDATION,2011-04-27,1000,0.00,,20,open,28.49,558,cash_back,2011-04-27T14:00:00Z
ACC-00439,CUS-00439,VOYAGER,2018-03-08,15900,95.00,3,3,open,24.49,4228,miles,2018-03-08T15:00:00Z
ACC-00440,CUS-00440,VOYAGER,2012-08-11,11300,95.00,8,17,open,24.49,69313,miles,2012-08-11T14:00:00Z
ACC-00441,CUS-00441,FOUNDATION,2005-07-10,300,0.00,,3,open,28.49,578,cash_back,2005-07-10T14:00:00Z
ACC-00442,CUS-00442,VOYAGER,2008-03-01,13400,95.00,3,17,open,24.49,32748,miles,2008-03-01T15:00:00Z
ACC-00443,CUS-00443,FOUNDATION,2019-12-20,1000,0.00,,17,open,28.49,317,cash_back,2019-12-20T15:00:00Z
ACC-00444,CUS-00444,FOUNDATION,2019-12-04,500,0.00,,12,open,28.49,435,cash_back,2019-12-04T15:00:00Z
ACC-00445,CUS-00445,VOYAGER,2014-03-03,6000,95.00,3,20,open,24.49,31961,miles,2014-03-03T15:00:00Z
ACC-00446,CUS-00446,EVERYDAY_CASH,2016-12-20,7000,0.00,,12,open,24.49,105,cash_back,2016-12-20T15:00:00Z
ACC-00447,CUS-00447,VOYAGER,2003-04-16,14200,95.00,4,8,open,24.49,23772,miles,2003-04-16T14:00:00Z
ACC-00448,CUS-00448,FOUNDATION,2018-12-02,1400,0.00,,12,open,28.49,476,cash_back,2018-12-02T15:00:00Z
ACC-00449,CUS-00449,EVERYDAY_CASH,2018-10-25,4900,0.00,,17,open,24.49,340,cash_back,2018-10-25T14:00:00Z
ACC-00450,CUS-00450,EVERYDAY_CASH,2014-11-23,2600,0.00,,8,open,24.49,340,cash_back,2014-11-23T15:00:00Z
ACC-00451,CUS-00451,VOYAGER,2010-02-08,7700,95.00,2,3,open,24.49,5611,miles,2010-02-08T15:00:00Z
ACC-00452,CUS-00452,EVERYDAY_CASH,2001-07-14,9200,0.00,,3,open,24.49,166,cash_back,2001-07-14T14:00:00Z
ACC-00453,CUS-00453,VOYAGER,2015-08-25,13100,95.00,8,12,open,24.49,57910,miles,2015-08-25T14:00:00Z
ACC-00454,CUS-00454,VOYAGER,2013-02-06,5800,95.00,2,12,open,24.49,42756,miles,2013-02-06T15:00:00Z
ACC-00455,CUS-00455,EVERYDAY_CASH,2026-01-12,5400,0.00,,8,open,24.49,436,cash_back,2026-01-12T15:00:00Z
ACC-00456,CUS-00456,EVERYDAY_CASH,2023-11-16,2600,0.00,,8,open,24.49,449,cash_back,2023-11-16T15:00:00Z
ACC-00457,CUS-00457,FOUNDATION,1999-10-11,600,0.00,,3,open,28.49,220,cash_back,1999-10-11T14:00:00Z
ACC-00458,CUS-00458,VOYAGER,2023-05-09,12400,95.00,5,3,open,24.49,16998,miles,2023-05-09T14:00:00Z
ACC-00459,CUS-00459,FOUNDATION,2026-07-07,800,0.00,,3,open,28.49,88,cash_back,2026-07-07T14:00:00Z
ACC-00460,CUS-00460,VOYAGER,2017-06-08,15100,95.00,6,12,open,24.49,43446,miles,2017-06-08T14:00:00Z
ACC-00461,CUS-00461,VOYAGER,2017-06-16,8800,95.00,6,17,open,24.49,28268,miles,2017-06-16T14:00:00Z
ACC-00462,CUS-00462,VOYAGER,2019-02-08,9400,95.00,2,20,open,24.49,67180,miles,2019-02-08T15:00:00Z
ACC-00463,CUS-00463,FOUNDATION,2014-10-11,1000,0.00,,8,open,28.49,480,cash_back,2014-10-11T14:00:00Z
ACC-00464,CUS-00464,FOUNDATION,2002-03-30,500,0.00,,8,open,28.49,456,cash_back,2002-03-30T15:00:00Z
ACC-00465,CUS-00465,EVERYDAY_CASH,2005-09-13,8300,0.00,,8,open,24.49,492,cash_back,2005-09-13T14:00:00Z
ACC-00466,CUS-00466,SUMMIT,2004-06-08,13800,450.00,6,25,open,25.99,19761,miles,2004-06-08T14:00:00Z
ACC-00467,CUS-00467,VOYAGER,2024-05-15,12600,95.00,5,25,open,24.49,52600,miles,2024-05-15T14:00:00Z
ACC-00468,CUS-00468,EVERYDAY_CASH,1999-10-11,4300,0.00,,3,open,24.49,393,cash_back,1999-10-11T14:00:00Z
ACC-00469,CUS-00469,FOUNDATION,2021-07-20,1200,0.00,,25,open,28.49,448,cash_back,2021-07-20T14:00:00Z
ACC-00470,CUS-00470,FOUNDATION,2013-12-29,1300,0.00,,25,open,28.49,54,cash_back,2013-12-29T15:00:00Z
ACC-00471,CUS-00471,EVERYDAY_CASH,2020-11-18,11000,0.00,,3,open,24.49,381,cash_back,2020-11-18T15:00:00Z
ACC-00472,CUS-00472,FOUNDATION,2014-05-15,500,0.00,,17,open,28.49,224,cash_back,2014-05-15T14:00:00Z
ACC-00473,CUS-00473,EVERYDAY_CASH,2009-09-10,3500,0.00,,25,open,24.49,124,cash_back,2009-09-10T14:00:00Z
ACC-00474,CUS-00474,SUMMIT,2011-05-25,11400,450.00,5,20,open,25.99,6110,miles,2011-05-25T14:00:00Z
ACC-00475,CUS-00475,EVERYDAY_CASH,2022-08-23,10500,0.00,,20,open,24.49,232,cash_back,2022-08-23T14:00:00Z
ACC-00476,CUS-00476,EVERYDAY_CASH,2018-05-04,6100,0.00,,17,open,24.49,80,cash_back,2018-05-04T14:00:00Z
ACC-00477,CUS-00477,FOUNDATION,2021-01-02,1200,0.00,,12,open,28.49,415,cash_back,2021-01-02T15:00:00Z
ACC-00478,CUS-00478,VOYAGER,2019-02-15,9700,95.00,2,8,open,24.49,6293,miles,2019-02-15T15:00:00Z
ACC-00479,CUS-00479,SUMMIT,2026-04-17,20900,450.00,4,3,open,25.99,22091,miles,2026-04-17T14:00:00Z
ACC-00480,CUS-00480,EVERYDAY_CASH,2003-07-07,6200,0.00,,12,open,24.49,70,cash_back,2003-07-07T14:00:00Z
ACC-00481,CUS-00481,EVERYDAY_CASH,2006-06-05,5900,0.00,,17,open,24.49,49,cash_back,2006-06-05T14:00:00Z
ACC-00482,CUS-00482,EVERYDAY_CASH,2023-08-01,2700,0.00,,12,open,24.49,360,cash_back,2023-08-01T14:00:00Z
ACC-00483,CUS-00483,VOYAGER,2007-12-28,15700,95.00,12,20,open,24.49,49971,miles,2007-12-28T15:00:00Z
ACC-00484,CUS-00484,EVERYDAY_CASH,2018-09-27,8600,0.00,,12,open,24.49,584,cash_back,2018-09-27T14:00:00Z
ACC-00485,CUS-00485,EVERYDAY_CASH,2005-09-30,8700,0.00,,12,open,24.49,40,cash_back,2005-09-30T14:00:00Z
ACC-00486,CUS-00486,VOYAGER,2001-03-02,16200,95.00,3,12,open,24.49,67473,miles,2001-03-02T15:00:00Z
ACC-00487,CUS-00487,FOUNDATION,2015-08-22,800,0.00,,25,open,28.49,360,cash_back,2015-08-22T14:00:00Z
ACC-00488,CUS-00488,EVERYDAY_CASH,2022-03-22,9700,0.00,,25,open,24.49,446,cash_back,2022-03-22T14:00:00Z
ACC-00489,CUS-00489,EVERYDAY_CASH,2011-01-08,11700,0.00,,8,open,24.49,560,cash_back,2011-01-08T15:00:00Z
ACC-00490,CUS-00490,EVERYDAY_CASH,2006-05-01,9300,0.00,,17,open,24.49,343,cash_back,2006-05-01T14:00:00Z
ACC-00491,CUS-00491,SUMMIT,2026-07-15,27100,450.00,7,3,open,25.99,3025,miles,2026-07-15T14:00:00Z
ACC-00492,CUS-00492,FOUNDATION,2006-01-08,1300,0.00,,17,open,28.49,404,cash_back,2006-01-08T15:00:00Z
ACC-00493,CUS-00493,VOYAGER,2026-01-25,16000,95.00,1,17,open,24.49,43392,miles,2026-01-25T15:00:00Z
ACC-00494,CUS-00494,EVERYDAY_CASH,1999-10-16,5700,0.00,,17,open,24.49,367,cash_back,1999-10-16T14:00:00Z
ACC-00495,CUS-00495,EVERYDAY_CASH,2016-11-07,6000,0.00,,17,open,24.49,129,cash_back,2016-11-07T15:00:00Z
ACC-00496,CUS-00496,EVERYDAY_CASH,2009-04-07,9800,0.00,,3,open,24.49,178,cash_back,2009-04-07T14:00:00Z
ACC-00497,CUS-00497,VOYAGER,2017-02-25,14200,95.00,2,12,open,24.49,61053,miles,2017-02-25T15:00:00Z
ACC-00498,CUS-00498,SUMMIT,2015-08-08,31900,450.00,8,17,open,25.99,27307,miles,2015-08-08T14:00:00Z
ACC-00499,CUS-00499,VOYAGER,2012-07-04,18700,95.00,7,20,open,24.49,31398,miles,2012-07-04T14:00:00Z
ACC-00500,CUS-00500,FOUNDATION,2006-10-11,600,0.00,,25,open,28.49,360,cash_back,2006-10-11T14:00:00Z
ACC-00501,CUS-00501,EVERYDAY_CASH,2024-06-04,6900,0.00,,20,open,24.49,123,cash_back,2024-06-04T14:00:00Z
ACC-00502,CUS-00502,EVERYDAY_CASH,2018-09-12,4300,0.00,,8,open,24.49,238,cash_back,2018-09-12T14:00:00Z
ACC-00503,CUS-00503,EVERYDAY_CASH,2005-10-22,3300,0.00,,12,open,24.49,589,cash_back,2005-10-22T14:00:00Z
ACC-00504,CUS-00504,FOUNDATION,2019-08-05,600,0.00,,8,open,28.49,205,cash_back,2019-08-05T14:00:00Z
ACC-00505,CUS-00505,VOYAGER,2018-01-15,9000,95.00,1,17,open,24.49,20734,miles,2018-01-15T15:00:00Z
ACC-00506,CUS-00506,VOYAGER,2018-10-23,12600,95.00,10,17,open,24.49,15919,miles,2018-10-23T14:00:00Z
ACC-00507,CUS-00507,EVERYDAY_CASH,2014-09-18,5500,0.00,,3,open,24.49,467,cash_back,2014-09-18T14:00:00Z
ACC-00508,CUS-00508,FOUNDATION,2012-01-05,1100,0.00,,17,open,28.49,312,cash_back,2012-01-05T15:00:00Z
ACC-00509,CUS-00509,EVERYDAY_CASH,2005-05-07,6300,0.00,,17,open,24.49,196,cash_back,2005-05-07T14:00:00Z
ACC-00510,CUS-00510,EVERYDAY_CASH,2010-11-30,3200,0.00,,17,open,24.49,220,cash_back,2010-11-30T15:00:00Z
ACC-00511,CUS-00511,FOUNDATION,2017-03-28,1000,0.00,,12,open,28.49,64,cash_back,2017-03-28T14:00:00Z
ACC-00512,CUS-00512,EVERYDAY_CASH,2017-11-18,6000,0.00,,3,open,24.49,286,cash_back,2017-11-18T15:00:00Z
ACC-00513,CUS-00513,SUMMIT,2011-01-05,34600,450.00,1,3,open,25.99,37892,miles,2011-01-05T15:00:00Z
ACC-00514,CUS-00514,EVERYDAY_CASH,2015-12-21,11200,0.00,,20,open,24.49,600,cash_back,2015-12-21T15:00:00Z
ACC-00515,CUS-00515,EVERYDAY_CASH,2017-07-29,2300,0.00,,8,open,24.49,442,cash_back,2017-07-29T14:00:00Z
ACC-00516,CUS-00516,SUMMIT,2020-03-12,13900,450.00,3,8,open,25.99,74154,miles,2020-03-12T14:00:00Z
ACC-00517,CUS-00517,EVERYDAY_CASH,2010-07-31,5500,0.00,,25,open,24.49,532,cash_back,2010-07-31T14:00:00Z
ACC-00518,CUS-00518,SUMMIT,2026-02-26,27400,450.00,2,20,open,25.99,10825,miles,2026-02-26T15:00:00Z
ACC-00519,CUS-00519,VOYAGER,2009-09-06,9600,95.00,9,12,open,24.49,84554,miles,2009-09-06T14:00:00Z
ACC-00520,CUS-00520,VOYAGER,2016-01-27,18800,95.00,1,17,open,24.49,79941,miles,2016-01-27T15:00:00Z
ACC-00521,CUS-00521,EVERYDAY_CASH,2016-02-14,10200,0.00,,12,open,24.49,117,cash_back,2016-02-14T15:00:00Z
ACC-00522,CUS-00522,VOYAGER,2019-09-20,5800,95.00,9,12,open,24.49,89736,miles,2019-09-20T14:00:00Z
ACC-00523,CUS-00523,EVERYDAY_CASH,2013-03-04,1500,0.00,,8,open,24.49,245,cash_back,2013-03-04T15:00:00Z
ACC-00524,CUS-00524,VOYAGER,2022-05-05,15300,95.00,5,8,open,24.49,72363,miles,2022-05-05T14:00:00Z
ACC-00525,CUS-00525,EVERYDAY_CASH,2001-06-19,6100,0.00,,12,open,24.49,307,cash_back,2001-06-19T14:00:00Z
ACC-00526,CUS-00526,VOYAGER,2004-01-30,14100,95.00,1,17,open,24.49,55973,miles,2004-01-30T15:00:00Z
ACC-00527,CUS-00527,EVERYDAY_CASH,2011-01-22,3400,0.00,,8,open,24.49,567,cash_back,2011-01-22T15:00:00Z
ACC-00528,CUS-00528,FOUNDATION,2016-02-17,1100,0.00,,25,open,28.49,358,cash_back,2016-02-17T15:00:00Z
ACC-00529,CUS-00529,EVERYDAY_CASH,2017-08-16,4200,0.00,,25,open,24.49,409,cash_back,2017-08-16T14:00:00Z
ACC-00530,CUS-00530,EVERYDAY_CASH,2011-04-19,4700,0.00,,17,open,24.49,40,cash_back,2011-04-19T14:00:00Z
ACC-00531,CUS-00531,EVERYDAY_CASH,2001-10-26,8900,0.00,,12,open,24.49,141,cash_back,2001-10-26T14:00:00Z
ACC-00532,CUS-00532,VOYAGER,2020-06-15,14100,95.00,6,8,open,24.49,43945,miles,2020-06-15T14:00:00Z
ACC-00533,CUS-00533,VOYAGER,2020-01-03,4900,95.00,1,17,open,24.49,82536,miles,2020-01-03T15:00:00Z
ACC-00534,CUS-00534,EVERYDAY_CASH,2020-05-14,2000,0.00,,8,open,24.49,528,cash_back,2020-05-14T14:00:00Z
ACC-00535,CUS-00535,FOUNDATION,2025-12-17,1000,0.00,,20,open,28.49,493,cash_back,2025-12-17T15:00:00Z
ACC-00536,CUS-00536,EVERYDAY_CASH,2011-11-09,2200,0.00,,3,open,24.49,203,cash_back,2011-11-09T15:00:00Z
ACC-00537,CUS-00537,FOUNDATION,2010-11-27,800,0.00,,3,open,28.49,275,cash_back,2010-11-27T15:00:00Z
ACC-00538,CUS-00538,EVERYDAY_CASH,2009-09-16,6300,0.00,,12,open,24.49,226,cash_back,2009-09-16T14:00:00Z
ACC-00539,CUS-00539,EVERYDAY_CASH,2026-04-12,9900,0.00,,8,open,24.49,372,cash_back,2026-04-12T14:00:00Z
ACC-00540,CUS-00540,VOYAGER,2026-04-24,9800,95.00,4,3,open,24.49,25344,miles,2026-04-24T14:00:00Z
ACC-00541,CUS-00541,VOYAGER,2010-04-27,12400,95.00,4,25,open,24.49,34580,miles,2010-04-27T14:00:00Z
ACC-00542,CUS-00542,FOUNDATION,2006-03-23,1200,0.00,,3,open,28.49,278,cash_back,2006-03-23T15:00:00Z
ACC-00543,CUS-00543,VOYAGER,2009-09-21,12800,95.00,9,12,open,24.49,5053,miles,2009-09-21T14:00:00Z
ACC-00544,CUS-00544,VOYAGER,2010-10-08,10300,95.00,10,17,open,24.49,14592,miles,2010-10-08T14:00:00Z
ACC-00545,CUS-00545,VOYAGER,2010-09-17,16300,95.00,9,17,open,24.49,2606,miles,2010-09-17T14:00:00Z
ACC-00546,CUS-00546,VOYAGER,2000-02-15,19200,95.00,2,17,open,24.49,61726,miles,2000-02-15T15:00:00Z
ACC-00547,CUS-00547,EVERYDAY_CASH,2003-04-07,3200,0.00,,8,open,24.49,594,cash_back,2003-04-07T14:00:00Z
ACC-00548,CUS-00548,VOYAGER,2020-12-07,16400,95.00,12,3,open,24.49,67277,miles,2020-12-07T15:00:00Z
ACC-00549,CUS-00549,VOYAGER,2026-02-05,7300,95.00,2,8,open,24.49,64467,miles,2026-02-05T15:00:00Z
ACC-00550,CUS-00550,VOYAGER,2026-07-14,4000,95.00,7,12,open,24.49,13494,miles,2026-07-14T14:00:00Z
ACC-00551,CUS-00551,EVERYDAY_CASH,2001-01-31,10200,0.00,,8,open,24.49,380,cash_back,2001-01-31T15:00:00Z
ACC-00552,CUS-00552,FOUNDATION,1999-06-19,1200,0.00,,3,open,28.49,308,cash_back,1999-06-19T14:00:00Z
ACC-00553,CUS-00553,VOYAGER,2017-11-28,5400,95.00,11,12,open,24.49,12829,miles,2017-11-28T15:00:00Z
ACC-00554,CUS-00554,VOYAGER,2002-03-23,5800,95.00,3,25,open,24.49,907,miles,2002-03-23T15:00:00Z
ACC-00555,CUS-00555,VOYAGER,2021-03-05,6300,95.00,3,8,open,24.49,74666,miles,2021-03-05T15:00:00Z
ACC-00556,CUS-00556,VOYAGER,2004-10-24,6900,95.00,10,12,open,24.49,82509,miles,2004-10-24T14:00:00Z
ACC-00557,CUS-00557,EVERYDAY_CASH,2017-05-13,6600,0.00,,12,open,24.49,121,cash_back,2017-05-13T14:00:00Z
ACC-00558,CUS-00558,VOYAGER,2016-02-26,16400,95.00,2,20,open,24.49,22059,miles,2016-02-26T15:00:00Z
ACC-00559,CUS-00559,FOUNDATION,2020-11-06,1300,0.00,,8,open,28.49,310,cash_back,2020-11-06T15:00:00Z
ACC-00560,CUS-00560,SUMMIT,2026-07-01,29300,450.00,7,20,open,25.99,71451,miles,2026-07-01T14:00:00Z
ACC-00561,CUS-00561,EVERYDAY_CASH,2026-06-21,7700,0.00,,12,open,24.49,161,cash_back,2026-06-21T14:00:00Z
ACC-00562,CUS-00562,SUMMIT,2022-08-04,17000,450.00,8,8,open,25.99,14230,miles,2022-08-04T14:00:00Z
ACC-00563,CUS-00563,EVERYDAY_CASH,2026-08-24,10500,0.00,,25,open,24.49,200,cash_back,2026-08-24T14:00:00Z
ACC-00564,CUS-00564,EVERYDAY_CASH,1999-11-15,5700,0.00,,12,open,24.49,235,cash_back,1999-11-15T15:00:00Z
ACC-00565,CUS-00565,EVERYDAY_CASH,2010-05-17,2000,0.00,,25,open,24.49,28,cash_back,2010-05-17T14:00:00Z
ACC-00566,CUS-00566,FOUNDATION,2015-08-19,400,0.00,,8,open,28.49,461,cash_back,2015-08-19T14:00:00Z
ACC-00567,CUS-00567,EVERYDAY_CASH,2002-06-30,6500,0.00,,12,open,24.49,155,cash_back,2002-06-30T14:00:00Z
ACC-00568,CUS-00568,VOYAGER,2000-08-22,12400,95.00,8,17,open,24.49,71545,miles,2000-08-22T14:00:00Z
ACC-00569,CUS-00569,EVERYDAY_CASH,2009-06-17,6400,0.00,,8,open,24.49,344,cash_back,2009-06-17T14:00:00Z
ACC-00570,CUS-00570,VOYAGER,2023-02-05,9800,95.00,2,8,open,24.49,35412,miles,2023-02-05T15:00:00Z
ACC-00571,CUS-00571,FOUNDATION,2010-05-27,1100,0.00,,12,open,28.49,428,cash_back,2010-05-27T14:00:00Z
ACC-00572,CUS-00572,EVERYDAY_CASH,2011-08-13,4700,0.00,,20,open,24.49,569,cash_back,2011-08-13T14:00:00Z
ACC-00573,CUS-00573,EVERYDAY_CASH,2005-06-07,8200,0.00,,25,open,24.49,255,cash_back,2005-06-07T14:00:00Z
ACC-00574,CUS-00574,FOUNDATION,2014-04-13,700,0.00,,8,open,28.49,62,cash_back,2014-04-13T14:00:00Z
ACC-00575,CUS-00575,FOUNDATION,2015-02-08,1100,0.00,,8,open,28.49,135,cash_back,2015-02-08T15:00:00Z
ACC-00576,CUS-00576,VOYAGER,2016-04-24,10400,95.00,4,17,open,24.49,57503,miles,2016-04-24T14:00:00Z
ACC-00577,CUS-00577,EVERYDAY_CASH,2009-11-10,5100,0.00,,8,open,24.49,429,cash_back,2009-11-10T15:00:00Z
ACC-00578,CUS-00578,VOYAGER,2026-08-11,19000,95.00,8,20,open,24.49,73349,miles,2026-08-11T14:00:00Z
ACC-00579,CUS-00579,VOYAGER,2014-11-14,16000,95.00,11,3,open,24.49,28506,miles,2014-11-14T15:00:00Z
ACC-00580,CUS-00580,FOUNDATION,2026-06-13,900,0.00,,3,open,28.49,381,cash_back,2026-06-13T14:00:00Z
ACC-00581,CUS-00581,FOUNDATION,2008-11-04,500,0.00,,25,open,28.49,45,cash_back,2008-11-04T15:00:00Z
ACC-00582,CUS-00582,EVERYDAY_CASH,2022-03-24,11400,0.00,,17,open,24.49,128,cash_back,2022-03-24T14:00:00Z
ACC-00583,CUS-00583,EVERYDAY_CASH,2012-02-13,11100,0.00,,3,open,24.49,588,cash_back,2012-02-13T15:00:00Z
ACC-00584,CUS-00584,EVERYDAY_CASH,2009-08-07,9500,0.00,,17,open,24.49,390,cash_back,2009-08-07T14:00:00Z
ACC-00585,CUS-00585,EVERYDAY_CASH,2007-04-07,9500,0.00,,8,open,24.49,309,cash_back,2007-04-07T14:00:00Z
ACC-00586,CUS-00586,VOYAGER,2007-07-11,16100,95.00,7,20,open,24.49,69296,miles,2007-07-11T14:00:00Z
ACC-00587,CUS-00587,VOYAGER,2020-02-05,7000,95.00,2,3,open,24.49,79837,miles,2020-02-05T15:00:00Z
ACC-00588,CUS-00588,EVERYDAY_CASH,2021-01-20,10400,0.00,,25,open,24.49,42,cash_back,2021-01-20T15:00:00Z
ACC-00589,CUS-00589,EVERYDAY_CASH,2001-06-05,6300,0.00,,17,open,24.49,198,cash_back,2001-06-05T14:00:00Z
ACC-00590,CUS-00590,VOYAGER,2010-12-15,9600,95.00,12,17,open,24.49,42190,miles,2010-12-15T15:00:00Z
ACC-00591,CUS-00591,SUMMIT,2015-09-19,33300,450.00,9,20,open,25.99,44717,miles,2015-09-19T14:00:00Z
ACC-00592,CUS-00592,EVERYDAY_CASH,2002-05-11,3400,0.00,,25,open,24.49,531,cash_back,2002-05-11T14:00:00Z
ACC-00593,CUS-00593,VOYAGER,2006-11-05,6200,95.00,11,17,open,24.49,39148,miles,2006-11-05T15:00:00Z
ACC-00594,CUS-00594,VOYAGER,2018-05-29,4300,95.00,5,25,open,24.49,13638,miles,2018-05-29T14:00:00Z
ACC-00595,CUS-00595,EVERYDAY_CASH,2017-08-31,9500,0.00,,25,open,24.49,441,cash_back,2017-08-31T14:00:00Z
ACC-00596,CUS-00596,EVERYDAY_CASH,2026-01-07,7800,0.00,,25,open,24.49,307,cash_back,2026-01-07T15:00:00Z
ACC-00597,CUS-00597,VOYAGER,2002-09-17,14700,95.00,9,12,open,24.49,49146,miles,2002-09-17T14:00:00Z
ACC-00598,CUS-00598,EVERYDAY_CASH,2026-08-16,3700,0.00,,20,open,24.49,594,cash_back,2026-08-16T14:00:00Z
ACC-00599,CUS-00599,FOUNDATION,2009-09-17,500,0.00,,25,open,28.49,444,cash_back,2009-09-17T14:00:00Z
ACC-00600,CUS-00600,VOYAGER,2026-08-19,10400,95.00,8,25,open,24.49,26684,miles,2026-08-19T14:00:00Z
ACC-00601,CUS-00601,VOYAGER,2022-04-16,13600,95.00,4,8,open,24.49,86889,miles,2022-04-16T14:00:00Z
ACC-00602,CUS-00602,EVERYDAY_CASH,2011-09-29,6900,0.00,,8,open,24.49,69,cash_back,2011-09-29T14:00:00Z
ACC-00603,CUS-00603,VOYAGER,2023-05-28,4200,95.00,5,3,open,24.49,2656,miles,2023-05-28T14:00:00Z
ACC-00604,CUS-00604,VOYAGER,2012-06-20,11100,95.00,6,8,open,24.49,77318,miles,2012-06-20T14:00:00Z
ACC-00605,CUS-00605,EVERYDAY_CASH,2026-04-24,3400,0.00,,20,open,24.49,189,cash_back,2026-04-24T14:00:00Z
ACC-00606,CUS-00606,FOUNDATION,2026-03-20,1000,0.00,,12,open,28.49,479,cash_back,2026-03-20T14:00:00Z
ACC-00607,CUS-00607,EVERYDAY_CASH,2023-10-10,10200,0.00,,25,open,24.49,157,cash_back,2023-10-10T14:00:00Z
ACC-00608,CUS-00608,FOUNDATION,2009-06-18,1400,0.00,,12,open,28.49,364,cash_back,2009-06-18T14:00:00Z
ACC-00609,CUS-00609,EVERYDAY_CASH,2009-11-16,2700,0.00,,17,open,24.49,466,cash_back,2009-11-16T15:00:00Z
ACC-00610,CUS-00610,VOYAGER,2004-06-22,15600,95.00,6,25,open,24.49,11915,miles,2004-06-22T14:00:00Z
ACC-00611,CUS-00611,SUMMIT,2021-07-05,10000,450.00,7,17,open,25.99,80293,miles,2021-07-05T14:00:00Z
